"","LICENSE_NBR","STATUS","CREATE_DATE","EXPIRATION_DATE","INDUSTRY","BUSINESS_NAME","address","BORO","Year","Year2"
"1","2017055-1-DCA","Inactive",2015-01-05,2015-12-31,"Cigarette Retail Dealer","NYC DELI FOOD CORP","951 PUTNAM AVE BROOKLYN NY 11221","BROOKLYN",2015,2015
"2","2017043-1-DCA","Inactive",2015-01-05,2015-12-31,"Cigarette Retail Dealer","DOWNTOWN DELI II INC.","25 ELM PL BROOKLYN NY 11201","BROOKLYN",2015,2015
"3","2017019-1-DCA","Inactive",2015-01-05,2015-12-31,"Cigarette Retail Dealer","NEW VANDERBILT DELI CORP.","591 VANDERBILT AVE BROOKLYN NY 11238","BROOKLYN",2015,2015
"4","2017167-2-DCA","Inactive",2015-01-08,2016-12-31,"Cigarette Retail Dealer","3076 OBAMA DELI & GROCERY CORP.","3076 FULTON ST BROOKLYN NY 11208","BROOKLYN",2015,2016
"5","2017284-2-DCA","Inactive",2015-01-14,2016-12-31,"Cigarette Retail Dealer","Brooklyn's Neighborhood Mini-Mart, Inc.","1157 FULTON ST BROOKLYN NY 11216","BROOKLYN",2015,2016
"6","2017291-2-DCA","Inactive",2015-01-14,2016-12-31,"Cigarette Retail Dealer","560 RALPH DELI AND GROCERY CORP","560 RALPH AVE BROOKLYN NY 11233","BROOKLYN",2015,2016
"7","2017271-2-DCA","Inactive",2015-01-14,2016-12-31,"Cigarette Retail Dealer","SUPER 8 MINI MARKET INC","5810 6TH AVE BROOKLYN NY 11220","BROOKLYN",2015,2016
"8","2017464-2-DCA","Inactive",2015-01-20,2016-12-31,"Cigarette Retail Dealer","MT & R MINI MARKERT CORP","468 CENTRAL AVE BROOKLYN NY 11221","BROOKLYN",2015,2016
"9","2017553-2-DCA","Inactive",2015-01-23,2016-12-31,"Cigarette Retail Dealer","BREUKELEN FOOD CORP","10313 GLENWOOD RD BROOKLYN NY 11236","BROOKLYN",2015,2016
"10","2017807-2-DCA","Inactive",2015-01-29,2016-12-31,"Cigarette Retail Dealer","ADAM'S DELI ON THE CORNER II CORP","121 AVENUE S BROOKLYN NY 11223","BROOKLYN",2015,2016
"11","2017855-2-DCA","Inactive",2015-02-02,2016-12-31,"Cigarette Retail Dealer","HAMED DELI AND GROCERY INC","493 TOMPKINS AVE BROOKLYN NY 11216","BROOKLYN",2015,2016
"12","2017922-2-DCA","Inactive",2015-02-03,2016-12-31,"Cigarette Retail Dealer","724 FINEST DELI CORP","724 LIBERTY AVE BROOKLYN NY 11208","BROOKLYN",2015,2016
"13","2017896-2-DCA","Inactive",2015-02-03,2016-12-31,"Cigarette Retail Dealer","BEST YAFIE GROCERY CORP","225 UTICA AVE BROOKLYN NY 11213","BROOKLYN",2015,2016
"14","2018118-2-DCA","Inactive",2015-02-09,2016-12-31,"Cigarette Retail Dealer","FRESCO BAGELS & SUPERMARKET, INC","6931 3RD AVE BROOKLYN NY 11209","BROOKLYN",2015,2016
"15","2018071-2-DCA","Inactive",2015-02-09,2016-12-31,"Cigarette Retail Dealer","Panda Logistics Inc.","2376 CONEY ISLAND AVE BROOKLYN NY 11223","BROOKLYN",2015,2016
"16","2018107-2-DCA","Inactive",2015-02-09,2016-12-31,"Cigarette Retail Dealer","1057 RUTLAND ROAD BEAUTY SUPPLY INC","839 PENNSYLVANIA AVE BROOKLYN NY 11207","BROOKLYN",2015,2016
"17","2018114-2-DCA","Inactive",2015-02-09,2016-12-31,"Cigarette Retail Dealer","F & S DELI CORP","2174 PITKIN AVE BROOKLYN NY 11207","BROOKLYN",2015,2016
"18","2018130-2-DCA","Inactive",2015-02-10,2016-12-31,"Cigarette Retail Dealer","HOWARD GROCERY AND DELI CORP","363 HOWARD AVE BROOKLYN NY 11233","BROOKLYN",2015,2016
"19","2018171-2-DCA","Inactive",2015-02-10,2016-12-31,"Cigarette Retail Dealer","SAINT GEORGE DELI GROCERY INC","7502 NEW UTRECHT AVE BROOKLYN NY 11214","BROOKLYN",2015,2016
"20","2018245-2-DCA","Inactive",2015-02-11,2016-12-31,"Cigarette Retail Dealer","DENNY'S DELI INC","519 KNICKERBOCKER AVE BROOKLYN NY 11221","BROOKLYN",2015,2016
"21","2018199-2-DCA","Inactive",2015-02-11,2016-12-31,"Cigarette Retail Dealer","BST GROCERY CORP","31A KINGSLAND AVE BROOKLYN NY 11211","BROOKLYN",2015,2016
"22","2018302-2-DCA","Inactive",2015-02-13,2016-12-31,"Cigarette Retail Dealer","1624 SMOKE SHOP CORP","1624 NEWKIRK AVE BROOKLYN NY 11226","BROOKLYN",2015,2016
"23","2018557-2-DCA","Inactive",2015-02-23,2016-12-31,"Cigarette Retail Dealer","JMZ GIFTS & CONVENIENCE INC","895 BROADWAY BROOKLYN NY 11206","BROOKLYN",2015,2016
"24","2018593-2-DCA","Inactive",2015-02-23,2016-12-31,"Cigarette Retail Dealer","ESPINOSA, LUCIO A","1690 86TH ST BROOKLYN NY 11214","BROOKLYN",2015,2016
"25","2018568-2-DCA","Inactive",2015-02-23,2016-12-31,"Cigarette Retail Dealer","SEHARA DELI CORP","333 PULASKI ST BROOKLYN NY 11206","BROOKLYN",2015,2016
"26","2018656-2-DCA","Inactive",2015-02-25,2016-12-31,"Cigarette Retail Dealer","YAFRANNY DELI CORP","2728 MERMAID AVE BROOKLYN NY 11224","BROOKLYN",2015,2016
"27","2018684-2-DCA","Inactive",2015-02-25,2016-12-31,"Cigarette Retail Dealer","STARLIGHT SMOKE SHOP & GROCERY INC","364 CENTRAL AVE BROOKLYN NY 11221","BROOKLYN",2015,2016
"28","2018686-2-DCA","Inactive",2015-02-25,2016-12-31,"Cigarette Retail Dealer","DUBBA FOOD CORP","301 MOTHER GASTON BLVD BROOKLYN NY 11212","BROOKLYN",2015,2016
"29","2018652-2-DCA","Inactive",2015-02-25,2016-12-31,"Cigarette Retail Dealer","THE FAMILY ORGANIC MARKET CORP","92 MANHATTAN AVE BROOKLYN NY 11206","BROOKLYN",2015,2016
"30","2018695-2-DCA","Inactive",2015-02-25,2016-12-31,"Cigarette Retail Dealer","Washington Smoke Shop Corp","720 WASHINGTON AVE BROOKLYN NY 11238","BROOKLYN",2015,2016
"31","2018838-2-DCA","Inactive",2015-03-02,2016-12-31,"Cigarette Retail Dealer","341 GREEN DELI INC","341 NEW LOTS AVE BROOKLYN NY 11207","BROOKLYN",2015,2016
"32","2018915-2-DCA","Inactive",2015-03-03,2016-12-31,"Cigarette Retail Dealer","9 NEWPORT CANDY STORE INC.","11 NEWPORT ST BROOKLYN NY 11212","BROOKLYN",2015,2016
"33","2018952-2-DCA","Active",2015-03-03,2016-12-31,"Cigarette Retail Dealer","468 DELI & GRILL, INC","468 MCDONALD AVE BROOKLYN NY 11218","BROOKLYN",2015,2016
"34","2018964-2-DCA","Inactive",2015-03-03,2016-12-31,"Cigarette Retail Dealer","G MARKET INC","974 MANHATTAN AVE BROOKLYN NY 11222","BROOKLYN",2015,2016
"35","2018999-2-DCA","Inactive",2015-03-04,2016-12-31,"Cigarette Retail Dealer","CROPSEY PETROLEUM LLC","2978 CROPSEY AVE BROOKLYN NY 11214","BROOKLYN",2015,2016
"36","2019042-2-DCA","Inactive",2015-03-04,2016-12-31,"Cigarette Retail Dealer","THE CANDY STORE CORP","41 LINCOLN RD BROOKLYN NY 11225","BROOKLYN",2015,2016
"37","2018995-2-DCA","Inactive",2015-03-04,2016-12-31,"Cigarette Retail Dealer","MAMA JUANA MINIMARKET CORP","608 ROGERS AVE BROOKLYN NY 11225","BROOKLYN",2015,2016
"38","2019099-2-DCA","Inactive",2015-03-05,2016-12-31,"Cigarette Retail Dealer","GARCIA, JOEL","913 BELMONT AVE BROOKLYN NY 11208","BROOKLYN",2015,2016
"39","2019106-2-DCA","Inactive",2015-03-06,2016-12-31,"Cigarette Retail Dealer","REAL MADRID DELI INC","235 SCHENECTADY AVE BROOKLYN NY 11213","BROOKLYN",2015,2016
"40","2019302-2-DCA","Inactive",2015-03-10,2016-12-31,"Cigarette Retail Dealer","BROOKLYN BOYZ DELI INC","9101 AVENUE L BROOKLYN NY 11236","BROOKLYN",2015,2016
"41","2019411-2-DCA","Inactive",2015-03-12,2016-12-31,"Cigarette Retail Dealer","ALWAHIB GOLD STAR DELI INC.","1308 PROSPECT PL BROOKLYN NY 11213","BROOKLYN",2015,2016
"42","2019415-2-DCA","Inactive",2015-03-12,2016-12-31,"Cigarette Retail Dealer","5TH AVE GROCERY INC.","4809 5TH AVE BROOKLYN NY 11220","BROOKLYN",2015,2016
"43","2019615-2-DCA","Inactive",2015-03-17,2016-12-31,"Cigarette Retail Dealer","LA PUERTA DEL CIELO CORP.","2501 TILDEN AVE BROOKLYN NY 11226","BROOKLYN",2015,2016
"44","2019616-2-DCA","Inactive",2015-03-17,2016-12-31,"Cigarette Retail Dealer","SOLANGIE DELI CORP","522 LINWOOD ST BROOKLYN NY 11208","BROOKLYN",2015,2016
"45","2019653-2-DCA","Inactive",2015-03-18,2016-12-31,"Cigarette Retail Dealer","ONEIDA'S DELI & GRILL CORP","604 E 102ND ST BROOKLYN NY 11236","BROOKLYN",2015,2016
"46","2019644-2-DCA","Inactive",2015-03-18,2016-12-31,"Cigarette Retail Dealer","1031 DELI & GROCERY INC","1031 NOSTRAND AVE BROOKLYN NY 11225","BROOKLYN",2015,2016
"47","2019766-2-DCA","Inactive",2015-03-19,2016-12-31,"Cigarette Retail Dealer","4 Seasons Gourmet Deli Corp","54 LEWIS AVE BROOKLYN NY 11206","BROOKLYN",2015,2016
"48","2019723-2-DCA","Inactive",2015-03-19,2016-12-31,"Cigarette Retail Dealer","XYZ DELI GROCERY CORP.","309 SARATOGA AVE BROOKLYN NY 11233","BROOKLYN",2015,2016
"49","2019826-2-DCA","Inactive",2015-03-20,2016-12-31,"Cigarette Retail Dealer","FRESH BAGELS DELI INC","137 HAVEMEYER ST BROOKLYN NY 11211","BROOKLYN",2015,2016
"50","2019903-2-DCA","Inactive",2015-03-23,2016-12-31,"Cigarette Retail Dealer","NAGM MINI MARKET CORP","2972 AVENUE X BROOKLYN NY 11235","BROOKLYN",2015,2016
"51","2019942-2-DCA","Inactive",2015-03-24,2016-12-31,"Cigarette Retail Dealer","TIANXIN CORP","5612 FORT HAMILTON PKWY BROOKLYN NY 11219","BROOKLYN",2015,2016
"52","2020155-2-DCA","Inactive",2015-03-30,2016-12-31,"Cigarette Retail Dealer","SKYLIGHT FOOD CORP","795 PUTNAM AVE BROOKLYN NY 11221","BROOKLYN",2015,2016
"53","2020268-2-DCA","Inactive",2015-04-01,2016-12-31,"Cigarette Retail Dealer","CANARSIE FRUIT AND VEGETABLE MARKET INC.","1420 ROCKAWAY PKWY BROOKLYN NY 11236","BROOKLYN",2015,2016
"54","2020370-2-DCA","Inactive",2015-04-02,2016-12-31,"Cigarette Retail Dealer","O D TOBACCO & GROCERY INC","940 WYCKOFF AVE BROOKLYN NY 11237","BROOKLYN",2015,2016
"55","2020426-2-DCA","Inactive",2015-04-02,2016-12-31,"Cigarette Retail Dealer","A & S GOLDEN DELI & GROCERY INC.","601 CENTRAL AVE BROOKLYN NY 11207","BROOKLYN",2015,2016
"56","2020428-2-DCA","Inactive",2015-04-03,2016-12-31,"Cigarette Retail Dealer","1844 NOSTRAND FOOD MARKET CORP","1844 NOSTRAND AVE BROOKLYN NY 11226","BROOKLYN",2015,2016
"57","2020429-2-DCA","Inactive",2015-04-03,2016-12-31,"Cigarette Retail Dealer","448 MOTHER GASTON CORP","448 MOTHER GASTON BLVD BROOKLYN NY 11212","BROOKLYN",2015,2016
"58","2020483-2-DCA","Inactive",2015-04-03,2016-12-31,"Cigarette Retail Dealer","NEVINS STREET NEW STAND INC","22 NEVINS ST BROOKLYN NY 11217","BROOKLYN",2015,2016
"59","2020485-2-DCA","Inactive",2015-04-03,2016-12-31,"Cigarette Retail Dealer","JY PRODUCE INC","892 MANHATTAN AVE BROOKLYN NY 11222","BROOKLYN",2015,2016
"60","2020646-2-DCA","Inactive",2015-04-07,2016-12-31,"Cigarette Retail Dealer","HOOKAH KING AND CANDY STORE CORP","1451 NOSTRAND AVE BROOKLYN NY 11226","BROOKLYN",2015,2016
"61","2020619-2-DCA","Inactive",2015-04-07,2016-12-31,"Cigarette Retail Dealer","LINC N MIR INC","108 ALBANY AVE BROOKLYN NY 11213","BROOKLYN",2015,2016
"62","2020847-2-DCA","Inactive",2015-04-10,2016-12-31,"Cigarette Retail Dealer","NATURAL DELI AND GRILL CORP","126 WYCKOFF AVE BROOKLYN NY 11237","BROOKLYN",2015,2016
"63","2020858-2-DCA","Inactive",2015-04-10,2016-12-31,"Cigarette Retail Dealer","BNBG DELLI GROCERY INCORPORATED","94 TOMPKINS AVE BROOKLYN NY 11206","BROOKLYN",2015,2016
"64","2020946-2-DCA","Inactive",2015-04-13,2016-12-31,"Cigarette Retail Dealer","SUN SHINE II DELI GROCERY, INC.","7423 18TH AVE BROOKLYN NY 11204","BROOKLYN",2015,2016
"65","2020908-2-DCA","Inactive",2015-04-13,2016-12-31,"Cigarette Retail Dealer","ABU ALI INC.","1699 NOSTRAND AVE BROOKLYN NY 11226","BROOKLYN",2015,2016
"66","2020913-2-DCA","Inactive",2015-04-13,2016-12-31,"Cigarette Retail Dealer","ON THE GO GRILL & DELI CORP","4722 AVENUE D BROOKLYN NY 11203","BROOKLYN",2015,2016
"67","2020940-2-DCA","Inactive",2015-04-13,2016-12-31,"Cigarette Retail Dealer","FRESH BITE INC","168 5TH AVE BROOKLYN NY 11217","BROOKLYN",2015,2016
"68","2021024-2-DCA","Inactive",2015-04-14,2016-12-31,"Cigarette Retail Dealer","NAGUA DELI GROCERY CORP","1872 BERGEN ST BROOKLYN NY 11233","BROOKLYN",2015,2016
"69","2020954-2-DCA","Inactive",2015-04-14,2016-12-31,"Cigarette Retail Dealer","BOLIVAR MONTES","554 WILSON AVE BROOKLYN NY 11207","BROOKLYN",2015,2016
"70","2021012-2-DCA","Inactive",2015-04-14,2016-12-31,"Cigarette Retail Dealer","AIRON FOODS MARKET INC","44 NEW LOTS AVE BROOKLYN NY 11212","BROOKLYN",2015,2016
"71","2021071-2-DCA","Inactive",2015-04-15,2016-12-31,"Cigarette Retail Dealer","6701 STORE INC","6701 NEW UTRECHT AVE BROOKLYN NY 11219","BROOKLYN",2015,2016
"72","2021173-2-DCA","Inactive",2015-04-16,2016-12-31,"Cigarette Retail Dealer","POLAND FARM FRUIT & VEGETABLE CORP.","889 MANHATTAN AVE BROOKLYN NY 11222","BROOKLYN",2015,2016
"73","2021413-2-DCA","Inactive",2015-04-21,2016-12-31,"Cigarette Retail Dealer","HENRY ST DELI  AND GROCERY INC","721 HENRY ST BROOKLYN NY 11231","BROOKLYN",2015,2016
"74","2021421-2-DCA","Inactive",2015-04-21,2016-12-31,"Cigarette Retail Dealer","YOU JIA GROCERY INC","6209 20TH AVE BROOKLYN NY 11204","BROOKLYN",2015,2016
