"","LICENSE_NBR","STATUS","CREATE_DATE","EXPIRATION_DATE","INDUSTRY","BUSINESS_NAME","address","BORO","Year","Year2"
"1","1288141-DCA","Inactive",2011-05-03,2011-12-31,"Cigarette Retail Dealer","ASHAA NEWSTAND INC.","8908 SUTPHIN BLVD JAMAICA NY 11435","QUEENS",2011,2011
"2","1379842-DCA","Inactive",2011-01-04,2012-12-31,"Cigarette Retail Dealer","RMR DELI GROCERY, INC.","12221 111TH AVE S OZONE PARK NY 11420","QUEENS",2011,2012
"3","1380094-DCA","Inactive",2011-01-05,2012-12-31,"Cigarette Retail Dealer","KUMARI, RAJ","9320 101ST AVE OZONE PARK NY 11416","QUEENS",2011,2012
"4","1380248-DCA","Inactive",2011-01-06,2012-12-31,"Cigarette Retail Dealer","JJ DELI III, INC.","14745 182ND ST JAMAICA NY 11413","QUEENS",2011,2012
"5","1380464-DCA","Inactive",2011-01-10,2012-12-31,"Cigarette Retail Dealer","A&J DELI MART LLC","7101 METROPOLITAN AVE MIDDLE VLG NY 11379","QUEENS",2011,2012
"6","1380392-DCA","Inactive",2011-01-10,2012-12-31,"Cigarette Retail Dealer","OREFICE JEWELS INCORPORATED","8703 GRAND AVE ELMHURST NY 11373","QUEENS",2011,2012
"7","1377133-DCA","Inactive",2011-01-12,2012-12-31,"Cigarette Retail Dealer","ANTONIO-DIGNA CORP.","15002 LIBERTY AVE JAMAICA NY 11433","QUEENS",2011,2012
"8","1380954-DCA","Inactive",2011-01-18,2012-12-31,"Cigarette Retail Dealer","SUNSHINE GROCERY & DELI CORP.","11226 FRANCIS LEWIS BLVD QUEENS VLG NY 11429","QUEENS",2011,2012
"9","1380982-DCA","Inactive",2011-01-18,2012-12-31,"Cigarette Retail Dealer","FRANCIS HILLS DELI CORP.","8787 FRANCIS LEWIS BLVD QUEENS VLG NY 11427","QUEENS",2011,2012
"10","1380980-DCA","Inactive",2011-01-18,2012-12-31,"Cigarette Retail Dealer","230-02 SOUTH CONDUIT CORP.","23002 S CONDUIT AVE SPRNGFLD GDNS NY 11413","QUEENS",2011,2012
"11","1377855-DCA","Inactive",2011-01-19,2012-12-31,"Cigarette Retail Dealer","KATECHIS & SONS LLC","3083 14TH ST ASTORIA NY 11102","QUEENS",2011,2012
"12","1381832-DCA","Inactive",2011-02-01,2012-12-31,"Cigarette Retail Dealer","KACHA BAZAR GROCERY, INC","8926D ROOSEVELT AVE JACKSON HEIGHTS NY 11372","QUEENS",2011,2012
"13","1381209-DCA","Inactive",2011-02-02,2012-12-31,"Cigarette Retail Dealer","GREAT WALL SUPERMARKET OF NY INC.","7700 QUEENS BLVD ELMHURST NY 11373","QUEENS",2011,2012
"14","1380208-DCA","Inactive",2011-02-14,2012-12-31,"Cigarette Retail Dealer","ASTORIA CAFE EXPRESS, INC.","8303 24TH AVE EAST ELMHURST NY 11370","QUEENS",2011,2012
"15","1382612-DCA","Inactive",2011-02-14,2012-12-31,"Cigarette Retail Dealer","SHUNDORBON DELI & GROCERY INC.","3002 14TH ST ASTORIA NY 11102","QUEENS",2011,2012
"16","1382786-DCA","Inactive",2011-02-15,2012-12-31,"Cigarette Retail Dealer","SUNDAR DELI AND GROCERY INCORPORATED","10005 ATLANTIC AVE RICHMOND HILL NY 11418","QUEENS",2011,2012
"17","1382852-DCA","Inactive",2011-02-17,2012-12-31,"Cigarette Retail Dealer","MCA DELI CORP.","4020 108TH ST CORONA NY 11368","QUEENS",2011,2012
"18","1383264-DCA","Inactive",2011-02-23,2012-12-31,"Cigarette Retail Dealer","LA FLOR DE GUERRERO, CORP.","4025 FORLEY ST ELMHURST NY 11373","QUEENS",2011,2012
"19","1383292-DCA","Inactive",2011-02-24,2012-12-31,"Cigarette Retail Dealer","SHAIMA & SAMEER NEWS STAND INC","4004 QUEENS BLVD SUNNYSIDE NY 11104","QUEENS",2011,2012
"20","1383800-DCA","Inactive",2011-03-02,2012-12-31,"Cigarette Retail Dealer","CONDUIT DELI CORP.","24120 S CONDUIT AVE ROSEDALE NY 11422","QUEENS",2011,2012
"21","1383998-DCA","Inactive",2011-03-04,2012-12-31,"Cigarette Retail Dealer","BHP NEWS, LLC","3761 82ND ST JACKSON HTS NY 11372","QUEENS",2011,2012
"22","1384054-DCA","Inactive",2011-03-07,2012-12-31,"Cigarette Retail Dealer","MALBA MARKET CORP","14524 14TH AVE WHITESTONE NY 11357","QUEENS",2011,2012
"23","1251840-DCA","Inactive",2011-03-24,2012-12-31,"Cigarette Retail Dealer","7-ELEVEN, INC.","6920 MYRTLE AVE GLENDALE NY 11385","QUEENS",2011,2012
"24","1385860-DCA","Inactive",2011-03-25,2012-12-31,"Cigarette Retail Dealer","DOYLE, DERMOD J","3007 29TH ST ASTORIA NY 11102","QUEENS",2011,2012
"25","1385767-DCA","Inactive",2011-03-25,2012-12-31,"Cigarette Retail Dealer","ALEXANDRIA DELI CORP.","2719 21ST ST ASTORIA NY 11102","QUEENS",2011,2012
"26","1386036-DCA","Inactive",2011-03-29,2012-12-31,"Cigarette Retail Dealer","ZAID, KAZI M","11233 GUY R BREWER BLVD JAMAICA NY 11433","QUEENS",2011,2012
"27","1290544-DCA","Inactive",2011-03-29,2012-12-31,"Cigarette Retail Dealer","ROJA GROCERY INC.","22411 UNION TPKE OAKLAND GDNS NY 11364","QUEENS",2011,2012
"28","1386056-DCA","Inactive",2011-03-29,2012-12-31,"Cigarette Retail Dealer","GOMES, GABRIEL","5307 ROOSEVELT AVE WOODSIDE NY 11377","QUEENS",2011,2012
"29","1385932-DCA","Inactive",2011-03-29,2012-12-31,"Cigarette Retail Dealer","SWAMI NARAYANA, INC.","5515 MYRTLE AVE RIDGEWOOD NY 11385","QUEENS",2011,2012
"30","1386692-DCA","Inactive",2011-04-04,2012-12-31,"Cigarette Retail Dealer","VIJRAJ ENTERPRISES INC.","5015 SKILLMAN AVE WOODSIDE NY 11377","QUEENS",2011,2012
"31","1386838-DCA","Inactive",2011-04-05,2012-12-31,"Cigarette Retail Dealer","82ND STREET BEVERAGE CENTER, INC.","4008 82ND ST ELMHURST NY 11373","QUEENS",2011,2012
"32","1387042-DCA","Inactive",2011-04-06,2012-12-31,"Cigarette Retail Dealer","COFFEE SHOP E.J CORP.","11104 NORTHERN BLVD CORONA NY 11368","QUEENS",2011,2012
